Name	Score	padj	coverage	n_topfrac
NEDD9	0.00784199898342921	0.00784199898342921	5	2
TPCN1	0.00787962486647356	0.00787962486647356	5	2
SNCA	0.00795513967389429	0.00795513967389429	5	2
CLDN1	0.00803100509080221	0.00803100509080221	5	2
FBLN2	0.00806906923571153	0.00806906923571153	5	2
RPS23	0.00814546031425013	0.00814546031425013	5	2
PTGDR	0.00814546031425013	0.00814546031425013	4	2
ID3	0.00833797015920129	0.00833797015920129	5	2
SYT12	0.00846049523001071	0.00846049523001071	5	2
INMT	0.00846049523001071	0.00846049523001071	5	1
C3	0.00849355284869999	0.00849355284869999	5	2
CCL5	0.00853266710497174	0.00853266710497174	4	2
AGPAT9	0.00861115780045258	0.00861115780045258	3	2
STXBP4	0.00861115780045258	0.00861115780045258	5	2
LIN7A	0.00868999796107447	0.00868999796107447	5	2
CLTCL1	0.00876918745232918	0.00876918745232918	5	2
RPS27	0.00880891315491697	0.00880891315491697	5	2
ZEB1	0.00884872613973391	0.00884872613973391	5	2
PYCR1	0.00892861388883124	0.00892861388883124	5	2
B3GALT4	0.00892861388883124	0.00892861388883124	5	2
PTGES	0.00896868861950366	0.00896868861950366	5	2
BCL6	0.0090088505651892	0.0090088505651892	5	2
GNB2L1	0.00904909970908786	0.00904909970908786	4	2
MID2	0.00908943603440118	0.00908943603440118	5	2
NFKBIA	0.00912985952433231	0.00912985952433231	5	2
PLXND1	0.00917037016208599	0.00917037016208599	5	2
ARG2	0.00922906288549404	0.00922906288549404	4	1
SLC39A4	0.00922906288549404	0.00922906288549404	5	1
RCN3	0.00933328385547632	0.00933328385547632	5	2
USP53	0.00945638335492379	0.00945638335492379	5	2
FBL	0.00949759057081864	0.00949759057081864	5	2
EOGT	0.00949759057081864	0.00949759057081864	5	2
TIMM13	0.00953888478345007	0.00953888478345007	5	2
IFITM10	0.00953888478345007	0.00953888478345007	5	2
NRCAM	0.00958026597603866	0.00958026597603866	5	2
ETV1	0.0096217341318066	0.0096217341318066	5	2
SPSB1	0.00966328923397768	0.00966328923397768	5	2
FAM222B	0.0097466602104323	0.0097466602104323	5	2
CNNM2	0.00995660803959343	0.00995660803959343	5	2
NDUFS4	0.00995660803959343	0.00995660803959343	5	2
WNT16	0.00999753586646958	0.00999753586646958	5	2
FTH1P8	0.00999753586646958	0.00999753586646958	4	1
COMP	0.00999753586646958	0.00999753586646958	5	2
IFIT2	0.00999753586646958	0.00999753586646958	5	1
ARRDC2	0.0101687261750955	0.0101687261750955	5	2
GYPC	0.0102970379319429	0.0102970379319429	5	2
NPM3	0.0103399818962923	0.0103399818962923	5	2
PLIN2	0.0104261297925936	0.0104261297925936	5	2
MAN2A1	0.0104261297925936	0.0104261297925936	5	2
ZHX3	0.0104693336910517	0.0104693336910517	5	2
RNF144A-AS1	0.0105560013048603	0.0105560013048603	4	2
BMP2	0.0105994649867266	0.0105994649867266	5	2
JAM3	0.0107303753313011	0.0107303753313011	5	2
RP1-239B22.5	0.0107659141816843	0.0107659141816843	3	1
PAMR1	0.0107659141816843	0.0107659141816843	5	1
NFIL3	0.0107741851566959	0.0107741851566959	5	2
RPS9	0.0108180814761354	0.0108180814761354	5	2
LGALS3BP	0.0108180814761354	0.0108180814761354	5	2
ODF3B	0.0108180814761354	0.0108180814761354	5	2
SLC9A3R1	0.0109502892314113	0.0109502892314113	5	2
RPL13	0.0110388598984441	0.0110388598984441	5	2
MT-ND3	0.0110388598984441	0.0110388598984441	3	2
DKK3	0.0110388598984441	0.0110388598984441	5	2
TCTN3	0.0110832748308386	0.0110832748308386	5	2
SHC4	0.0111277761401883	0.0111277761401883	5	2
SYT1	0.0111723638097725	0.0111723638097725	5	2
MRPS21	0.0113515777560944	0.0113515777560944	4	2
SLC25A6	0.0113965969760952	0.0113965969760952	5	2
NR2F1	0.0114417024560395	0.0114417024560395	5	2
PPP4C	0.0114868941792173	0.0114868941792173	5	2
CPPED1	0.0115321721289208	0.0115321721289208	5	2
AC009014.3	0.0115341978398846	0.0115341978398846	2	1
MX2	0.0115341978398846	0.0115341978398846	5	2
NENF	0.0115341978398846	0.0115341978398846	5	1
MAD2L2	0.0116685231701284	0.0116685231701284	5	2
HBEGF	0.0117598546906518	0.0117598546906518	5	2
DMD	0.0118056496487286	0.0118056496487286	5	2
APOB	0.0118974978770275	0.0118974978770275	2	2
NXPH3	0.0119435511138604	0.0119435511138604	5	2
KCNK6	0.0119896904102255	0.0119896904102255	5	2
RPP25	0.0120359157494321	0.0120359157494321	5	2
COLGALT2	0.0120822271147911	0.0120822271147911	5	2
DIXDC1	0.0120822271147911	0.0120822271147911	5	2
SWI5	0.0121286244896152	0.0121286244896152	5	2
BAMBI	0.0122216772009162	0.0122216772009162	5	2
CYTL1	0.0122683325040262	0.0122683325040262	5	2
MUC13	0.0123023868498165	0.0123023868498165	3	2
CTD-2031P19.4	0.0123023868498165	0.0123023868498165	3	1
DLX5	0.0123023868498165	0.0123023868498165	5	1
SPHK1	0.0123619009217593	0.0123619009217593	5	2
SLC16A12	0.0123619009217593	0.0123619009217593	3	2
ARMC8	0.0123619009217593	0.0123619009217593	5	2
TM4SF1	0.012408814003025	0.012408814003025	5	2
STON1-GTF2A1L	0.012408814003025	0.012408814003025	2	2
RPL18	0.0125500685363062	0.0125500685363062	5	2
TMEM178B	0.0125500685363062	0.0125500685363062	4	2
PRICKLE2	0.0125500685363062	0.0125500685363062	5	2
DTNA	0.0125500685363062	0.0125500685363062	5	2
SLIT3	0.0125973250883172	0.0125973250883172	5	2
SP100	0.0126446674663355	0.0126446674663355	5	2
SOX9	0.0126920956536926	0.0126920956536926	5	2
GALNT18	0.0126920956536926	0.0126920956536926	5	2
SH3PXD2B	0.0127396096337215	0.0127396096337215	5	2
RUVBL2	0.012882666163194	0.012882666163194	5	2
NPR3	0.012930523147273	0.012930523147273	5	2
PTPRN	0.0130264942268567	0.0130264942268567	5	2
CXCR4	0.0130704812202253	0.0130704812202253	3	2
ADPRHL1	0.0130704812202253	0.0130704812202253	5	1
MSX2	0.0130704812202253	0.0130704812202253	5	1
RSAD2	0.0130704812202253	0.0130704812202253	5	1
NANS	0.0131228080106334	0.0131228080106334	5	2
HLA-B	0.0131710933749594	0.0131710933749594	5	2
IGF2BP1	0.0132194643653753	0.0132194643653753	5	2
