signature	direction	gene
DE_DFC_GSE49007	down	MYLK
DE_DFC_GSE49007	down	NOV
DE_DFC_GSE49007	down	TNC
DE_DFC_GSE49007	down	SLC4A7
DE_DFC_GSE49007	down	GREM2
DE_DFC_GSE49007	down	NEU1
DE_DFC_GSE49007	down	SULF2
DE_DFC_GSE49007	down	EPHA5
DE_DFC_GSE49007	down	GALM
DE_DFC_GSE49007	down	SEMA3D
DE_DFC_GSE49007	down	ATP2A3
DE_DFC_GSE49007	down	LBH
DE_DFC_GSE49007	down	FLG
DE_DFC_GSE49007	down	IER3
DE_DFC_GSE49007	down	CLSTN2
DE_DFC_GSE49007	down	PLXNC1
DE_DFC_GSE49007	down	FOS
DE_DFC_GSE49007	down	NABP1
DE_DFC_GSE49007	down	DACT1
DE_DFC_GSE49007	down	SLC16A4
DE_DFC_GSE49007	down	ADAMTS5
DE_DFC_GSE49007	down	EPHB2
DE_DFC_GSE49007	down	SLIT2
DE_DFC_GSE49007	down	EPHB1
DE_DFC_GSE49007	down	FAP
DE_DFC_GSE49007	down	SIPA1L2
DE_DFC_GSE49007	down	PLK2
DE_DFC_GSE49007	down	BEX1
DE_DFC_GSE49007	down	LOC100132764
DE_DFC_GSE49007	down	IFI30
DE_DFC_GSE49007	down	CHODL
DE_DFC_GSE49007	down	KCNH1
DE_DFC_GSE49007	down	SRXN1
DE_DFC_GSE49007	down	ELN
DE_DFC_GSE49007	down	TRPC4
DE_DFC_GSE49007	down	PRR19
DE_DFC_GSE49007	down	ATP8A2
DE_DFC_GSE49007	down	STX3
DE_DFC_GSE49007	down	KIAA0355
DE_DFC_GSE49007	down	SPECC1
DE_DFC_GSE49007	down	AGT
DE_DFC_GSE49007	down	LAMA3
DE_DFC_GSE49007	down	CNIH3
DE_DFC_GSE49007	down	PDE1C
DE_DFC_GSE49007	down	ADAM19
DE_DFC_GSE49007	down	CABLES1
DE_DFC_GSE49007	down	MIR27B
DE_DFC_GSE49007	down	RRAGD
DE_DFC_GSE49007	down	TMEM38B
DE_DFC_GSE49007	down	HMCN1
DE_DFC_GSE49007	down	RASEF
DE_DFC_GSE49007	down	LOC100996333
DE_DFC_GSE49007	down	UAP1L1
DE_DFC_GSE49007	down	BAMBI
DE_DFC_GSE49007	down	DCLK1
DE_DFC_GSE49007	down	PDE4B
DE_DFC_GSE49007	down	PIK3IP1
DE_DFC_GSE49007	down	TRIB3
DE_DFC_GSE49007	down	TCF21
DE_DFC_GSE49007	down	ARMC9
DE_DFC_GSE49007	down	CDK7
DE_DFC_GSE49007	down	TIGD2
DE_DFC_GSE49007	down	LINC01123
DE_DFC_GSE49007	down	VLDLR
DE_DFC_GSE49007	down	NGF
DE_DFC_GSE49007	down	HSD17B14
DE_DFC_GSE49007	down	ADAMTS14
DE_DFC_GSE49007	down	STAC
DE_DFC_GSE49007	down	GBP5
DE_DFC_GSE49007	down	CHL1
DE_DFC_GSE49007	down	CXCL14
DE_DFC_GSE49007	down	NPFFR2
DE_DFC_GSE49007	down	C7orf69
DE_DFC_GSE49007	down	OCIAD2
DE_DFC_GSE49007	down	CTTNBP2
DE_DFC_GSE49007	down	MIR24-2
DE_DFC_GSE49007	down	CSRP2
DE_DFC_GSE49007	down	KCTD16
DE_DFC_GSE49007	down	ANKRD20A8P
DE_DFC_GSE49007	down	SNORA75
DE_DFC_GSE49007	down	SLC25A13
DE_DFC_GSE49007	down	BAALC
DE_DFC_GSE49007	down	EVI2A
DE_DFC_GSE49007	down	RAB33A
DE_DFC_GSE49007	down	CPNE4
DE_DFC_GSE49007	down	MIR145
DE_DFC_GSE49007	down	SEMA3E
DE_DFC_GSE49007	down	STRIP2
DE_DFC_GSE49007	down	FGF10
DE_DFC_GSE49007	down	PSG3
DE_DFC_GSE49007	down	CBLN2
DE_DFC_GSE49007	down	FLJ45950
DE_DFC_GSE49007	down	PSG1
DE_DFC_GSE49007	down	LOC100419773
DE_DFC_GSE49007	down	LOC100130428
GO_osteoblast_differentiation	up	ACHE
GO_osteoblast_differentiation	up	ACVR1
GO_osteoblast_differentiation	up	ACVR2A
GO_osteoblast_differentiation	up	ACVR2B
GO_osteoblast_differentiation	up	AKT1
GO_osteoblast_differentiation	up	ALPL
GO_osteoblast_differentiation	up	ALYREF
GO_osteoblast_differentiation	up	AMELX
GO_osteoblast_differentiation	up	AREG
GO_osteoblast_differentiation	up	ATF4
GO_osteoblast_differentiation	up	ATP5F1B
GO_osteoblast_differentiation	up	ATRAID
GO_osteoblast_differentiation	up	BAMBI
GO_osteoblast_differentiation	up	BCAP29
GO_osteoblast_differentiation	up	BGLAP
GO_osteoblast_differentiation	up	BMP2
GO_osteoblast_differentiation	up	BMP3
GO_osteoblast_differentiation	up	BMP4
GO_osteoblast_differentiation	up	BMP6
GO_osteoblast_differentiation	up	BMP7
GO_osteoblast_differentiation	up	BMPR1A
GO_osteoblast_differentiation	up	BMPR1B
GO_osteoblast_differentiation	up	BMPR2
GO_osteoblast_differentiation	up	CAT
GO_osteoblast_differentiation	up	CCDC47
GO_osteoblast_differentiation	up	CCL3
GO_osteoblast_differentiation	up	CCN1
GO_osteoblast_differentiation	up	CCN2
GO_osteoblast_differentiation	up	CCN4
GO_osteoblast_differentiation	up	CDK6
GO_osteoblast_differentiation	up	CHRD
GO_osteoblast_differentiation	up	CITED1
GO_osteoblast_differentiation	up	CLEC5A
GO_osteoblast_differentiation	up	CLTC
GO_osteoblast_differentiation	up	COL1A1
GO_osteoblast_differentiation	up	COL6A1
GO_osteoblast_differentiation	up	CREB3L1
GO_osteoblast_differentiation	up	CRIM1
GO_osteoblast_differentiation	up	CTNNB1
GO_osteoblast_differentiation	up	CTNNBIP1
GO_osteoblast_differentiation	up	CYP24A1
GO_osteoblast_differentiation	up	DDR2
GO_osteoblast_differentiation	up	DDX21
GO_osteoblast_differentiation	up	DDX5
GO_osteoblast_differentiation	up	DHX9
GO_osteoblast_differentiation	up	DLK1
GO_osteoblast_differentiation	up	DLX5
GO_osteoblast_differentiation	up	DNAI3
GO_osteoblast_differentiation	up	DNAJC13
GO_osteoblast_differentiation	up	EPHA2
GO_osteoblast_differentiation	up	ERFE
GO_osteoblast_differentiation	up	FASN
GO_osteoblast_differentiation	up	FBL
GO_osteoblast_differentiation	up	FBN2
GO_osteoblast_differentiation	up	FBXO5
GO_osteoblast_differentiation	up	FERMT2
GO_osteoblast_differentiation	up	FFAR4
GO_osteoblast_differentiation	up	FGF23
GO_osteoblast_differentiation	up	FGFR2
GO_osteoblast_differentiation	up	FHL2
GO_osteoblast_differentiation	up	FIGNL1
GO_osteoblast_differentiation	up	FZD1
GO_osteoblast_differentiation	up	GABBR1
GO_osteoblast_differentiation	up	GDF10
GO_osteoblast_differentiation	up	GLI1
GO_osteoblast_differentiation	up	GLI2
GO_osteoblast_differentiation	up	GREM1
GO_osteoblast_differentiation	up	GSK3B
GO_osteoblast_differentiation	up	GTPBP4
GO_osteoblast_differentiation	up	HDAC7
GO_osteoblast_differentiation	up	HEMGN
GO_osteoblast_differentiation	up	HGF
GO_osteoblast_differentiation	up	HNRNPC
GO_osteoblast_differentiation	up	HNRNPU
GO_osteoblast_differentiation	up	HSD17B4
GO_osteoblast_differentiation	up	HSPE1
GO_osteoblast_differentiation	up	IARS1
GO_osteoblast_differentiation	up	IBSP
GO_osteoblast_differentiation	up	IFITM1
GO_osteoblast_differentiation	up	IGF1
GO_osteoblast_differentiation	up	IGF2
GO_osteoblast_differentiation	up	IGFBP2
GO_osteoblast_differentiation	up	IGFBP3
GO_osteoblast_differentiation	up	IGFBP5
GO_osteoblast_differentiation	up	IL6
GO_osteoblast_differentiation	up	IL6R
GO_osteoblast_differentiation	up	IL6ST
GO_osteoblast_differentiation	up	ILK
GO_osteoblast_differentiation	up	IPO7
GO_osteoblast_differentiation	up	ITGA11
GO_osteoblast_differentiation	up	LEF1
GO_osteoblast_differentiation	up	LGR4
GO_osteoblast_differentiation	up	LIMD1
GO_osteoblast_differentiation	up	LRP3
GO_osteoblast_differentiation	up	LRP5
GO_osteoblast_differentiation	up	LTF
GO_osteoblast_differentiation	up	MAP2K6
GO_osteoblast_differentiation	up	MAPK11
GO_osteoblast_differentiation	up	MAPK14
GO_osteoblast_differentiation	up	MEF2C
GO_osteoblast_differentiation	up	MEN1
GO_osteoblast_differentiation	up	MIR100
GO_osteoblast_differentiation	up	MIR106A
GO_osteoblast_differentiation	up	MIR125B1
GO_osteoblast_differentiation	up	MIR138-1
GO_osteoblast_differentiation	up	MIR140
GO_osteoblast_differentiation	up	MIR17
GO_osteoblast_differentiation	up	MIR18A
GO_osteoblast_differentiation	up	MIR200C
GO_osteoblast_differentiation	up	MIR203A
GO_osteoblast_differentiation	up	MIR205
GO_osteoblast_differentiation	up	MIR208A
GO_osteoblast_differentiation	up	MIR20A
GO_osteoblast_differentiation	up	MIR20B
GO_osteoblast_differentiation	up	MIR21
GO_osteoblast_differentiation	up	MIR210
GO_osteoblast_differentiation	up	MIR214
GO_osteoblast_differentiation	up	MIR24-1
GO_osteoblast_differentiation	up	MIR27A
GO_osteoblast_differentiation	up	MIR29B1
GO_osteoblast_differentiation	up	MIR30B
GO_osteoblast_differentiation	up	MIR320A
GO_osteoblast_differentiation	up	MIR346
GO_osteoblast_differentiation	up	MIR3648-1
GO_osteoblast_differentiation	up	MIR548D1
GO_osteoblast_differentiation	up	MIR675
GO_osteoblast_differentiation	up	MIR9-1
GO_osteoblast_differentiation	up	MIR93
GO_osteoblast_differentiation	up	MIR98
GO_osteoblast_differentiation	up	MRC2
GO_osteoblast_differentiation	up	MSX2
GO_osteoblast_differentiation	up	MYBBP1A
GO_osteoblast_differentiation	up	MYOC
GO_osteoblast_differentiation	up	NBR1
GO_osteoblast_differentiation	up	NELL1
GO_osteoblast_differentiation	up	NF1
GO_osteoblast_differentiation	up	NOCT
GO_osteoblast_differentiation	up	NOG
GO_osteoblast_differentiation	up	NOTCH1
GO_osteoblast_differentiation	up	NPNT
GO_osteoblast_differentiation	up	NPPC
GO_osteoblast_differentiation	up	NR1I3
GO_osteoblast_differentiation	up	PANX3
GO_osteoblast_differentiation	up	PENK
GO_osteoblast_differentiation	up	PHB1
GO_osteoblast_differentiation	up	PPARG
GO_osteoblast_differentiation	up	PPP3CA
GO_osteoblast_differentiation	up	PRKACA
GO_osteoblast_differentiation	up	PRKD1
GO_osteoblast_differentiation	up	PRMT3
GO_osteoblast_differentiation	up	PSMC2
GO_osteoblast_differentiation	up	PTCH1
GO_osteoblast_differentiation	up	PTEN
GO_osteoblast_differentiation	up	PTHLH
GO_osteoblast_differentiation	up	PTK2
GO_osteoblast_differentiation	up	PTPRB
GO_osteoblast_differentiation	up	RANBP3L
GO_osteoblast_differentiation	up	RBMX
GO_osteoblast_differentiation	up	RDH14
GO_osteoblast_differentiation	up	REST
GO_osteoblast_differentiation	up	RIOX1
GO_osteoblast_differentiation	up	RORB
GO_osteoblast_differentiation	up	RPS15
GO_osteoblast_differentiation	up	RRAS2
GO_osteoblast_differentiation	up	RRBP1
GO_osteoblast_differentiation	up	RSL1D1
GO_osteoblast_differentiation	up	RUNX2
GO_osteoblast_differentiation	up	SCUBE3
GO_osteoblast_differentiation	up	SEMA4D
GO_osteoblast_differentiation	up	SEMA7A
GO_osteoblast_differentiation	up	SFRP1
GO_osteoblast_differentiation	up	SIRT7
GO_osteoblast_differentiation	up	SKI
GO_osteoblast_differentiation	up	SMAD1
GO_osteoblast_differentiation	up	SMAD3
GO_osteoblast_differentiation	up	SMAD4
GO_osteoblast_differentiation	up	SMAD5
GO_osteoblast_differentiation	up	SMAD6
GO_osteoblast_differentiation	up	SMAD9
GO_osteoblast_differentiation	up	SMOC1
GO_osteoblast_differentiation	up	SNAI1
GO_osteoblast_differentiation	up	SNAI2
GO_osteoblast_differentiation	up	SND1
GO_osteoblast_differentiation	up	SNRNP200
GO_osteoblast_differentiation	up	SOX11
GO_osteoblast_differentiation	up	SOX2
GO_osteoblast_differentiation	up	SOX8
GO_osteoblast_differentiation	up	SOX9
GO_osteoblast_differentiation	up	SP7
GO_osteoblast_differentiation	up	SPP1
GO_osteoblast_differentiation	up	SUCO
GO_osteoblast_differentiation	up	SUFU
GO_osteoblast_differentiation	up	SYNCRIP
GO_osteoblast_differentiation	up	TENT5A
GO_osteoblast_differentiation	up	TMEM119
GO_osteoblast_differentiation	up	TMEM53
GO_osteoblast_differentiation	up	TMEM64
GO_osteoblast_differentiation	up	TMT1A
GO_osteoblast_differentiation	up	TNC
GO_osteoblast_differentiation	up	TNF
GO_osteoblast_differentiation	up	TNFAIP6
GO_osteoblast_differentiation	up	TNN
GO_osteoblast_differentiation	up	TP63
GO_osteoblast_differentiation	up	TPM4
GO_osteoblast_differentiation	up	TRPM4
GO_osteoblast_differentiation	up	TWIST1
GO_osteoblast_differentiation	up	TWIST2
GO_osteoblast_differentiation	up	UCMA
GO_osteoblast_differentiation	up	UFL1
GO_osteoblast_differentiation	up	VCAN
GO_osteoblast_differentiation	up	VEGFC
GO_osteoblast_differentiation	up	WNT3
GO_osteoblast_differentiation	up	WNT4
GO_osteoblast_differentiation	up	WNT7B
GO_osteoblast_differentiation	up	WWTR1
GO_osteoblast_differentiation	up	YAP1
GO_osteoblast_differentiation	up	ZHX3
GO_ossification	up	ACHE
GO_ossification	up	ACTN3
GO_ossification	up	ACVR1
GO_ossification	up	ACVR1B
GO_ossification	up	ACVR2A
GO_ossification	up	ACVR2B
GO_ossification	up	ADAMTS12
GO_ossification	up	ADAMTS7
GO_ossification	up	ADCY10
GO_ossification	up	ADGRG6
GO_ossification	up	ADGRV1
GO_ossification	up	AHSG
GO_ossification	up	AKT1
GO_ossification	up	ALOX15
GO_ossification	up	ALOX5
GO_ossification	up	ALPL
GO_ossification	up	ALYREF
GO_ossification	up	AMELX
GO_ossification	up	ANKH
GO_ossification	up	ANO6
GO_ossification	up	AREG
GO_ossification	up	ASPN
GO_ossification	up	ATF4
GO_ossification	up	ATP2B1
GO_ossification	up	ATP5F1B
GO_ossification	up	ATP6V0A4
GO_ossification	up	ATP6V1B1
GO_ossification	up	ATRAID
GO_ossification	up	BAMBI
GO_ossification	up	BCAP29
GO_ossification	up	BCOR
GO_ossification	up	BGLAP
GO_ossification	up	BMP1
GO_ossification	up	BMP2
GO_ossification	up	BMP2K
GO_ossification	up	BMP3
GO_ossification	up	BMP4
GO_ossification	up	BMP5
GO_ossification	up	BMP6
GO_ossification	up	BMP7
GO_ossification	up	BMP8A
GO_ossification	up	BMP8B
GO_ossification	up	BMPR1A
GO_ossification	up	BMPR1B
GO_ossification	up	BMPR2
GO_ossification	up	CASR
GO_ossification	up	CAT
GO_ossification	up	CCDC134
GO_ossification	up	CCDC154
GO_ossification	up	CCDC47
GO_ossification	up	CCL3
GO_ossification	up	CCN1
GO_ossification	up	CCN2
GO_ossification	up	CCN3
GO_ossification	up	CCN4
GO_ossification	up	CCR1
GO_ossification	up	CDH11
GO_ossification	up	CDK6
GO_ossification	up	CER1
GO_ossification	up	CHRD
GO_ossification	up	CHRDL1
GO_ossification	up	CHRDL2
GO_ossification	up	CHSY1
GO_ossification	up	CITED1
GO_ossification	up	CLEC11A
GO_ossification	up	CLEC3A
GO_ossification	up	CLEC3B
GO_ossification	up	CLEC5A
GO_ossification	up	CLTC
GO_ossification	up	COL13A1
GO_ossification	up	COL1A1
GO_ossification	up	COL2A1
GO_ossification	up	COL6A1
GO_ossification	up	CREB3L1
GO_ossification	up	CRIM1
GO_ossification	up	CTNNB1
GO_ossification	up	CTNNBIP1
GO_ossification	up	CYP24A1
GO_ossification	up	CYP27B1
GO_ossification	up	DDR2
GO_ossification	up	DDX21
GO_ossification	up	DDX5
GO_ossification	up	DHX36
GO_ossification	up	DHX9
GO_ossification	up	DKK1
GO_ossification	up	DLK1
GO_ossification	up	DLX5
GO_ossification	up	DMP1
GO_ossification	up	DNAI3
GO_ossification	up	DNAJC13
GO_ossification	up	EBP
GO_ossification	up	ECM1
GO_ossification	up	EGFR
GO_ossification	up	EIF2AK3
GO_ossification	up	ENPP1
GO_ossification	up	EPHA2
GO_ossification	up	ERFE
GO_ossification	up	EXT1
GO_ossification	up	EXT2
GO_ossification	up	FASN
GO_ossification	up	FBL
GO_ossification	up	FBN2
GO_ossification	up	FBXL15
GO_ossification	up	FBXO5
GO_ossification	up	FERMT2
GO_ossification	up	FFAR4
GO_ossification	up	FGF23
GO_ossification	up	FGFR2
GO_ossification	up	FGFR3
GO_ossification	up	FHL2
GO_ossification	up	FIGNL1
GO_ossification	up	FOXC1
GO_ossification	up	FSTL3
GO_ossification	up	FZD1
GO_ossification	up	FZD9
GO_ossification	up	GABBR1
GO_ossification	up	GDF10
GO_ossification	up	GDF2
GO_ossification	up	GDF5
GO_ossification	up	GIT1
GO_ossification	up	GLI1
GO_ossification	up	GLI2
GO_ossification	up	GPLD1
GO_ossification	up	GPM6B
GO_ossification	up	GREM1
GO_ossification	up	GSK3B
GO_ossification	up	GTPBP4
GO_ossification	up	HDAC7
GO_ossification	up	HEMGN
GO_ossification	up	HGF
GO_ossification	up	HIF1A
GO_ossification	up	HNRNPC
GO_ossification	up	HNRNPU
GO_ossification	up	HSD17B4
GO_ossification	up	HSPE1
GO_ossification	up	IARS1
GO_ossification	up	IBSP
GO_ossification	up	IFITM1
GO_ossification	up	IFITM5
GO_ossification	up	IGF1
GO_ossification	up	IGF2
GO_ossification	up	IGFBP2
GO_ossification	up	IGFBP3
GO_ossification	up	IGFBP5
GO_ossification	up	IGSF10
GO_ossification	up	IL6
GO_ossification	up	IL6R
GO_ossification	up	IL6ST
GO_ossification	up	ILK
GO_ossification	up	INPPL1
GO_ossification	up	IPO7
GO_ossification	up	ISG15
GO_ossification	up	ITGA11
GO_ossification	up	KAZALD1
GO_ossification	up	KL
GO_ossification	up	KREMEN1
GO_ossification	up	KREMEN2
GO_ossification	up	LEF1
GO_ossification	up	LEP
GO_ossification	up	LGR4
GO_ossification	up	LIMD1
GO_ossification	up	LRP3
GO_ossification	up	LRP4
GO_ossification	up	LRP5
GO_ossification	up	LRRC17
GO_ossification	up	LTF
GO_ossification	up	MAP2K6
GO_ossification	up	MAPK11
GO_ossification	up	MAPK14
GO_ossification	up	MDK
GO_ossification	up	MEF2C
GO_ossification	up	MEN1
GO_ossification	up	MESD
GO_ossification	up	MGP
GO_ossification	up	MINPP1
GO_ossification	up	MIR100
GO_ossification	up	MIR106A
GO_ossification	up	MIR125B1
GO_ossification	up	MIR138-1
GO_ossification	up	MIR140
GO_ossification	up	MIR17
GO_ossification	up	MIR18A
GO_ossification	up	MIR200C
GO_ossification	up	MIR203A
GO_ossification	up	MIR205
GO_ossification	up	MIR208A
GO_ossification	up	MIR20A
GO_ossification	up	MIR20B
GO_ossification	up	MIR21
GO_ossification	up	MIR210
GO_ossification	up	MIR214
GO_ossification	up	MIR24-1
GO_ossification	up	MIR27A
GO_ossification	up	MIR29B1
GO_ossification	up	MIR30B
GO_ossification	up	MIR320A
GO_ossification	up	MIR346
GO_ossification	up	MIR3648-1
GO_ossification	up	MIR548D1
GO_ossification	up	MIR675
GO_ossification	up	MIR9-1
GO_ossification	up	MIR93
GO_ossification	up	MIR98
GO_ossification	up	MMP13
GO_ossification	up	MMP14
GO_ossification	up	MRC2
GO_ossification	up	MSX2
GO_ossification	up	MYBBP1A
GO_ossification	up	MYOC
GO_ossification	up	NBR1
GO_ossification	up	NELL1
GO_ossification	up	NF1
GO_ossification	up	NOCT
GO_ossification	up	NOG
GO_ossification	up	NOTCH1
GO_ossification	up	NOTUM
GO_ossification	up	NPNT
GO_ossification	up	NPPC
GO_ossification	up	NPR2
GO_ossification	up	NR1I3
GO_ossification	up	OSR1
GO_ossification	up	OSR2
GO_ossification	up	OSTF1
GO_ossification	up	OXT
GO_ossification	up	P2RX7
GO_ossification	up	PAM16
GO_ossification	up	PANX3
GO_ossification	up	PDLIM7
GO_ossification	up	PENK
GO_ossification	up	PHB1
GO_ossification	up	PHOSPHO1
GO_ossification	up	PKDCC
GO_ossification	up	PLXNB1
GO_ossification	up	PPARG
GO_ossification	up	PPP3CA
GO_ossification	up	PRICKLE1
GO_ossification	up	PRKACA
GO_ossification	up	PRKD1
GO_ossification	up	PRMT3
GO_ossification	up	PSMC2
GO_ossification	up	PTCH1
GO_ossification	up	PTEN
GO_ossification	up	PTH
GO_ossification	up	PTHLH
GO_ossification	up	PTK2
GO_ossification	up	PTK2B
GO_ossification	up	PTN
GO_ossification	up	PTPN11
GO_ossification	up	PTPRB
GO_ossification	up	RANBP3L
GO_ossification	up	RBMX
GO_ossification	up	RBPJ
GO_ossification	up	RDH14
GO_ossification	up	REST
GO_ossification	up	RFLNA
GO_ossification	up	RFLNB
GO_ossification	up	RHOA
GO_ossification	up	RIOX1
GO_ossification	up	RORB
GO_ossification	up	RPS15
GO_ossification	up	RRAS2
GO_ossification	up	RRBP1
GO_ossification	up	RSL1D1
GO_ossification	up	RUNX1
GO_ossification	up	RUNX2
GO_ossification	up	RUNX3
GO_ossification	up	RXRA
GO_ossification	up	RXRB
GO_ossification	up	RYR1
GO_ossification	up	S1PR1
GO_ossification	up	SBDS
GO_ossification	up	SBNO2
GO_ossification	up	SCUBE3
GO_ossification	up	SCX
GO_ossification	up	SEMA4D
GO_ossification	up	SEMA7A
GO_ossification	up	SETD2
GO_ossification	up	SFRP1
GO_ossification	up	SGMS2
GO_ossification	up	SIRT7
GO_ossification	up	SIX2
GO_ossification	up	SKI
GO_ossification	up	SLC20A2
GO_ossification	up	SLC24A3
GO_ossification	up	SLC34A1
GO_ossification	up	SLC8A1
GO_ossification	up	SMAD1
GO_ossification	up	SMAD2
GO_ossification	up	SMAD3
GO_ossification	up	SMAD4
GO_ossification	up	SMAD5
GO_ossification	up	SMAD6
GO_ossification	up	SMAD7
GO_ossification	up	SMAD9
GO_ossification	up	SMOC1
GO_ossification	up	SNAI1
GO_ossification	up	SNAI2
GO_ossification	up	SND1
GO_ossification	up	SNRNP200
GO_ossification	up	SORT1
GO_ossification	up	SOST
GO_ossification	up	SOX11
GO_ossification	up	SOX2
GO_ossification	up	SOX8
GO_ossification	up	SOX9
GO_ossification	up	SP7
GO_ossification	up	SPP1
GO_ossification	up	SRGN
GO_ossification	up	STATH
GO_ossification	up	STC1
GO_ossification	up	SUCO
GO_ossification	up	SUFU
GO_ossification	up	SUN1
GO_ossification	up	SYNCRIP
GO_ossification	up	TAC1
GO_ossification	up	TACR1
GO_ossification	up	TAPT1
GO_ossification	up	TCIRG1
GO_ossification	up	TENT5A
GO_ossification	up	TFAP2A
GO_ossification	up	TMCO1
GO_ossification	up	TMEM119
GO_ossification	up	TMEM53
GO_ossification	up	TMEM64
GO_ossification	up	TMT1A
GO_ossification	up	TNC
GO_ossification	up	TNF
GO_ossification	up	TNFAIP6
GO_ossification	up	TNFRSF11A
GO_ossification	up	TNN
GO_ossification	up	TP63
GO_ossification	up	TPM4
GO_ossification	up	TRAF6
GO_ossification	up	TRPM4
GO_ossification	up	TUFT1
GO_ossification	up	TWIST1
GO_ossification	up	TWIST2
GO_ossification	up	TXLNG
GO_ossification	up	UCMA
GO_ossification	up	UFL1
GO_ossification	up	VCAN
GO_ossification	up	VDR
GO_ossification	up	VEGFC
GO_ossification	up	WNT3
GO_ossification	up	WNT4
GO_ossification	up	WNT5A
GO_ossification	up	WNT7B
GO_ossification	up	WWTR1
GO_ossification	up	XYLT1
GO_ossification	up	YAP1
GO_ossification	up	ZBTB16
GO_ossification	up	ZBTB40
GO_ossification	up	ZHX3
GO_ossification	up	ZNF664-RFLNA
GO_biomineral_tissue_dev	up	ACTN3
GO_biomineral_tissue_dev	up	ACVR1
GO_biomineral_tissue_dev	up	ACVR2A
GO_biomineral_tissue_dev	up	ACVR2B
GO_biomineral_tissue_dev	up	ADGRG6
GO_biomineral_tissue_dev	up	ADGRV1
GO_biomineral_tissue_dev	up	AHSG
GO_biomineral_tissue_dev	up	ALOX15
GO_biomineral_tissue_dev	up	ALOX5
GO_biomineral_tissue_dev	up	ALPL
GO_biomineral_tissue_dev	up	AMBN
GO_biomineral_tissue_dev	up	AMELX
GO_biomineral_tissue_dev	up	AMELY
GO_biomineral_tissue_dev	up	AMTN
GO_biomineral_tissue_dev	up	ANKH
GO_biomineral_tissue_dev	up	ANO6
GO_biomineral_tissue_dev	up	ASPN
GO_biomineral_tissue_dev	up	ATF4
GO_biomineral_tissue_dev	up	ATG4B
GO_biomineral_tissue_dev	up	ATP2B1
GO_biomineral_tissue_dev	up	ATRAID
GO_biomineral_tissue_dev	up	BCOR
GO_biomineral_tissue_dev	up	BGLAP
GO_biomineral_tissue_dev	up	BMP2
GO_biomineral_tissue_dev	up	BMP2K
GO_biomineral_tissue_dev	up	BMP4
GO_biomineral_tissue_dev	up	BMP6
GO_biomineral_tissue_dev	up	BMP7
GO_biomineral_tissue_dev	up	BMPR1A
GO_biomineral_tissue_dev	up	BMPR1B
GO_biomineral_tissue_dev	up	BMPR2
GO_biomineral_tissue_dev	up	CCDC154
GO_biomineral_tissue_dev	up	CCL3
GO_biomineral_tissue_dev	up	CCN1
GO_biomineral_tissue_dev	up	CCR1
GO_biomineral_tissue_dev	up	CDON
GO_biomineral_tissue_dev	up	CEBPB
GO_biomineral_tissue_dev	up	CEMP1
GO_biomineral_tissue_dev	up	CER1
GO_biomineral_tissue_dev	up	CFTR
GO_biomineral_tissue_dev	up	CLEC3B
GO_biomineral_tissue_dev	up	CNNM4
GO_biomineral_tissue_dev	up	COL1A1
GO_biomineral_tissue_dev	up	CYP27B1
GO_biomineral_tissue_dev	up	DDR2
GO_biomineral_tissue_dev	up	DMP1
GO_biomineral_tissue_dev	up	DSPP
GO_biomineral_tissue_dev	up	ECM1
GO_biomineral_tissue_dev	up	EIF2AK3
GO_biomineral_tissue_dev	up	ENAM
GO_biomineral_tissue_dev	up	ENPP1
GO_biomineral_tissue_dev	up	FAM20A
GO_biomineral_tissue_dev	up	FAM20C
GO_biomineral_tissue_dev	up	FBN2
GO_biomineral_tissue_dev	up	FBXL15
GO_biomineral_tissue_dev	up	FBXO5
GO_biomineral_tissue_dev	up	FGF23
GO_biomineral_tissue_dev	up	FGFR1
GO_biomineral_tissue_dev	up	FGFR2
GO_biomineral_tissue_dev	up	FGFR3
GO_biomineral_tissue_dev	up	FZD9
GO_biomineral_tissue_dev	up	GAS6
GO_biomineral_tissue_dev	up	GPM6B
GO_biomineral_tissue_dev	up	GREM1
GO_biomineral_tissue_dev	up	HACD1
GO_biomineral_tissue_dev	up	HEY1
GO_biomineral_tissue_dev	up	HEY2
GO_biomineral_tissue_dev	up	HTN1
GO_biomineral_tissue_dev	up	HTN3
GO_biomineral_tissue_dev	up	IBSP
GO_biomineral_tissue_dev	up	IFITM5
GO_biomineral_tissue_dev	up	IGF1
GO_biomineral_tissue_dev	up	ISG15
GO_biomineral_tissue_dev	up	ITGB1BP1
GO_biomineral_tissue_dev	up	KL
GO_biomineral_tissue_dev	up	KLK4
GO_biomineral_tissue_dev	up	LEP
GO_biomineral_tissue_dev	up	LGR4
GO_biomineral_tissue_dev	up	LTF
GO_biomineral_tissue_dev	up	MEF2C
GO_biomineral_tissue_dev	up	MEPE
GO_biomineral_tissue_dev	up	MGP
GO_biomineral_tissue_dev	up	MINPP1
GO_biomineral_tissue_dev	up	MIR208A
GO_biomineral_tissue_dev	up	MMP13
GO_biomineral_tissue_dev	up	MMP20
GO_biomineral_tissue_dev	up	NBR1
GO_biomineral_tissue_dev	up	NELL1
GO_biomineral_tissue_dev	up	NOS3
GO_biomineral_tissue_dev	up	NOTCH1
GO_biomineral_tissue_dev	up	NOTUM
GO_biomineral_tissue_dev	up	NT5E
GO_biomineral_tissue_dev	up	OC90
